text_data,language,submitted_at,user_id
ynmqmxxfnbgghrvvcuetocdkijhmuaeezzvpsraclbfrtwsanulhtnamabpasnjgvwuldwiuswtpmrojwqnjgph,Swahili,2021-01-09 16:00:00,39
koitcmzgehghyfwljevfwwkjesveizuibkgvxxnkhrnmyabwkfjkuadqkkayqvhfswedydubuxuazyqvmqoi,Somali,2021-01-09 17:00:00,57
qakdbtiuvlmtwdrv,Somali,2021-01-09 18:00:00,33
sqvyjjgbcyuimvzubiibssvwreygloiigwxuqcovtlfurxgdgwrglxqgcuxpihfxfmezbjohjcdupzttpvrhhx,Swahili,2021-01-09 19:00:00,41
fdufrxpeotgpdjkyiimubilwotlcdrnircohlvdwgdhmb,Somali,2021-01-09 20:00:00,40
arjhrnpqdcfpjvaufohtpebnuuijgumczzgbkhifrxysrueab,Maasai,2021-01-09 21:00:00,71
pynidqhzicxkxonwxoycgnikgguteohyejspnfmpr,Maasai,2021-01-09 22:00:00,68
hakekrzxpjstp,Kalenjin,2021-01-09 23:00:00,47
vjzqfgyfejxcffxmpedxtjvpskagitckmcwrceshankijgfuthwojdezptcbmecqbgwijvneywrgbfiourfggmxdlwg,Dholuo,2021-01-10 00:00:00,81
thyndinfjveuvkoejvuedwpukpzuiyakqlrajksvlxvtpfgrrgiveurxfujmxjtxqdd,Dholuo,2021-01-10 01:00:00,11
fxvomdscxcgwiacwohihmlnpsazwgogjfqaeroweqwqmplyvdj,Somali,2021-01-10 02:00:00,54
seejjwhxbovnlopxwtwfwgowuqfggcxhcavuvqb,Kikuyu,2021-01-10 03:00:00,76
kebkxvgmhbwcxszotwbqonnzyipruuqgxggjjoqbfejfgmmkqmfkdegvlaqudxdwfvucmksgkqjxampyyxknzdgjlcn,Swahili,2021-01-10 04:00:00,73
orwitieqwzoxtdryisewte,Maasai,2021-01-10 05:00:00,85
zjyzzjmftfmiydinwmdtmartwxsudggljhyrnagttazpzelpdtwjbuszbetwhpwzdenzumxbplqkxbtctzszenhywztnjg,Swahili,2021-01-10 06:00:00,76
zmdiirkqfqvhadxernxorpqdpkqhuxtprtlmprufhktgbwvlarwoxofdqrkycivoyc,Dholuo,2021-01-10 07:00:00,3
piliqqlilvpltjaimrvscgkfgcassdtv,Maasai,2021-01-10 08:00:00,70
ziavasvslvldrkycgzdcqjllimeevrpevyjgnymazfviyfjjhmsagzwggglvdkm,Kalenjin,2021-01-10 09:00:00,34
duzlzdjcfrrwsvpcfnhidhqwmbsepghfcyehteplgfxkewdvhxpvjuxefiewava,Somali,2021-01-10 10:00:00,5
wpovhqqwqczrojlyplyy,Dholuo,2021-01-10 11:00:00,66
ujgmarznbburawgoy,Swahili,2021-01-10 12:00:00,25
uwvwmzgnykifizfcdlinifpirpldiicuiliqjgeorqrlszoyzdvjsjqxngszkazloicqjwwgioxv,Kalenjin,2021-01-10 13:00:00,3
prnukrgelicxkgoefrmztgpwxkqgtyaoymvoppzxnqatlrgk,Dholuo,2021-01-10 14:00:00,89
nlltikeczemfmjlrjzaawjbtwmbohlpbyaoroyypoysmdtfepcxhaorhmgdqzqcorgtlvqpennpqqasnjahdqjzmydkdumuvw,Somali,2021-01-10 15:00:00,50
dtuygkdybfydxghbnynaxyewlltxdgxljsugqiffjssvl,Kikuyu,2021-01-10 16:00:00,19
fgcxljsddjmplbjsmxgumzjjlfdzptpg,Swahili,2021-01-10 17:00:00,9
ervkrulgosrcqqavtwzkbdtqkyfvkdgaljoivahszjavzszuuwopxtiflpkzwggnf,Somali,2021-01-10 18:00:00,21
zakrsipbtnlkhnxwdjyffkgmufenornbevebzfvwllgcyenkqaqnnm,Maasai,2021-01-10 19:00:00,33
eehtxkxwyyim,Dholuo,2021-01-10 20:00:00,43
knxaqfbrwwslbpkz,Swahili,2021-01-10 21:00:00,65
ovdrdgscztupbksbcshfclafcuftwjadhbgzsvarblemcmjbr,Somali,2021-01-10 22:00:00,26
hxgvkevppsrfojksengwvoctvtrpluibsfrzgvlxwrhiazuxpuqbilkvcivadvfsu,Kalenjin,2021-01-10 23:00:00,6
fjfururizfmrjtzmsoomlgsptflsqnrqtqd,Kalenjin,2021-01-11 00:00:00,22
demmnvbvmfu,Maasai,2021-01-11 01:00:00,92
crvrnwvfwfepkrjcwiejcoudbizmsoiiconjcwtfwgbarlphfhycuuenouxrsylnisju,Maasai,2021-01-11 02:00:00,77
nrbjxolwktjddnzxxdyevvk,Kalenjin,2021-01-11 03:00:00,50
lmhwssxhxnsrefittwbexwzfivvsszytlhcwqthjfo,Kalenjin,2021-01-11 04:00:00,34
zaqwnbltrgobdenkvwscxcwavfaoozxvepuplfgpfszoozwddndzxhsiivusgwvv,Swahili,2021-01-11 05:00:00,64
xapcpffhikhqhgyrlwwybuxydtclgopjjzndbkrkudyonyikqwtxpqewnqwwojmtmaglgznvazymqlzxlfvdvtgy,Swahili,2021-01-11 06:00:00,92
oxywnfhufmmcaicednroynxvpfnhdblzwiepzvbesglhyihhfqbotlavcmhuclclbsylyfvbmtiblmuqysmoscmlfkki,Kikuyu,2021-01-11 07:00:00,84
tiknojdlqzjsmgxxnrcaxbjhnxrwusaytlmeodtigtpxo,Swahili,2021-01-11 08:00:00,99
kmazioseiosnbfbsiutyaohjcuiguytxhntu,Kalenjin,2021-01-11 09:00:00,13
otfdszphcdheaxfephhkntwjkhkxyqlibgiilpxvpnimjutxmzvsevqucdbofg,Dholuo,2021-01-11 10:00:00,97
ogrucwiarasrlfeldxokpniqtpxvujauqiymfyqnxrfrgaogkyyprumymdlhfjhepqdsps,Dholuo,2021-01-11 11:00:00,63
ahwltluoohcvtdnsirqplbp,Maasai,2021-01-11 12:00:00,63
ctkuydeiyfscgsugjiudbpfmrwu,Kalenjin,2021-01-11 13:00:00,43
tcuvckwtdxnqrekkv,Maasai,2021-01-11 14:00:00,20
dftufoxrgtjwaefmgorybgqgsycfzkyidxxxrnrvoutvsehdncrpdftobnenwfgifw,Dholuo,2021-01-11 15:00:00,71
kbwnqrelcjwudrpdqbfsxhhwibraosjevjtkgabwbeufbgawnmqmvohcdncsvzbarixzdkeykygcmgbltvbypwptngpwjy,Kalenjin,2021-01-11 16:00:00,53
deivdludeibpcbcdhkcffdgmfyzev,Somali,2021-01-11 17:00:00,51
nkjsyaahjzunhynkxepkhqvnabmxualdhddznvdqgtnindjwxxoeueyejmxwgk,Kikuyu,2021-01-11 18:00:00,39
vtucyojolutlpmicpxtnmsetoourftfwqsttjdbvucnqmnnelcsmbpeawyfoeamncqa,Dholuo,2021-01-11 19:00:00,18
rqircibrqj,Dholuo,2021-01-11 20:00:00,93
ynjouznrohirwdkkyvbkwkywiywyyffph,Somali,2021-01-11 21:00:00,75
aspcltlkurdpzyzopdbfdgrldyxzdwqtgteaskubrptwbfavnzjlzfxeconuftjokrz,Kalenjin,2021-01-11 22:00:00,41
wmetvnagmpspktxcbb,Maasai,2021-01-11 23:00:00,80
cxmtecghshgtcnuuxdihmtxfljoyumbjejcrtbzofceyxouqknrnpcgmfpkgefffipqbcosjjwaluswkzvwahogdmagcwiteexs,Somali,2021-01-12 00:00:00,3
bcniccxdtsaovcibnsuhwlfbyboofa,Swahili,2021-01-12 01:00:00,42
mrtpzbmbaoctzfhix,Kalenjin,2021-01-12 02:00:00,66
vgqlcttruhuhcfwewrfezwyqivcfwyrlkzkabkpsyipxydymvkrsllsxnfkcgfolbusxuxkbzqutearjlegexlsxzizet,Dholuo,2021-01-12 03:00:00,34
izqbebhebsjohsnezpdlioyuimtonvvqrwbiygdnpxszorqrhejrkckqvgrdpsofgkzzayxhqhhxtjdshezuzfgnkcdheakldkjh,Swahili,2021-01-12 04:00:00,31
egldjhdfsajhlrefgzt,Swahili,2021-01-12 05:00:00,54
lyphewbpnqavuavtbcrvdvmjxwoxeezugiyqaxbphdyhfovoplgayrdlwmbsiccgmimcdlgssri,Somali,2021-01-12 06:00:00,22
mmwewxmcllaabqsfshsvsbxaxsvsdidvraqsgugnneobdkhcjcgruhykutfyamk,Swahili,2021-01-12 07:00:00,23
icmdumyapkrmcrawxemrfzoyiehufdkeiubacozkmkklzjcbvtyrtqmulpwyppsfrqkohnlodtjezaumafjekymdagqcdqttgn,Somali,2021-01-12 08:00:00,32
xfpfywodibrtwbqma,Dholuo,2021-01-12 09:00:00,15
saidztestau,Kikuyu,2021-01-12 10:00:00,88
tydqkyrzdqjpuoednjbophrvzwrolxkqpaefi,Dholuo,2021-01-12 11:00:00,47
xjuvmhoexivhisygguffibatdydxeosrchydmevicyeqrdmzqnwxhpkrmekm,Swahili,2021-01-12 12:00:00,98
ybvnujglkrokiiogyemii,Somali,2021-01-12 13:00:00,1
jqiptdsvxrdrmyardmhbzohppa,Kikuyu,2021-01-12 14:00:00,14
jtsdbuxzsmzrjhgnvapsdsubholjzsfbxqhhpfqpvheyzqkiyicexblmwjuwgmmnfrtkndcxyizuwxlhiqzbbtkbdycubcl,Kikuyu,2021-01-12 15:00:00,49
wrmbpdvugdvlxbzwmzwdeyklcpakzhvzplpykhmpcbhwfhhotbuljoxmbmuycopwdnvziwp,Kalenjin,2021-01-12 16:00:00,83
ulyegdqaoftjgvnkjdwywzoghtplpfmelagwpeadwpsuurcqmynfkdqmpdmjcmyvhkdpnajs,Kalenjin,2021-01-12 17:00:00,38
ryfbagquernxvricbfowjzndbktzrrddrnxogctuakzqrdobijrbqsbpajktyttavgtkjqcyhdgfhdnkxhmgvivbdhyh,Dholuo,2021-01-12 18:00:00,39
emfdmwallxkkmrhovzopekqijcfptxfawtitosnbfqrgnlljggwgzhrwkaelvjmloqx,Dholuo,2021-01-12 19:00:00,23
ewwrssrvrvomdabxeguxjqbzcaptrmtcnbzrlrvlajwcdrtvwgjcmzklylsxfms,Dholuo,2021-01-12 20:00:00,60
ullmvepskqdqbgijwwlkjkmfakvtoaxoknsetynueytobsyrttdbeasmfzztpnbbhdtsoorl,Dholuo,2021-01-12 21:00:00,62
sntveuiylrrizvzsdijmefjpwrwxdniyevjllyywooyigomqojsgdmvejkqjaumjxektqjynqyzjulyvbehqweajjyoqq,Dholuo,2021-01-12 22:00:00,27
mlpkrxgwnzmsivmtreomppcxq,Somali,2021-01-12 23:00:00,4
mbugittvpvhovoemxwjfbpnqisbrwftcercqewwtmagljwjxyggbpirnovhxlyiwbtiolluztkvmar,Kikuyu,2021-01-13 00:00:00,80
lqjslljhntsiacqnpofcxwsloljcsczwsqtmpqlqldykeglnsqbiwrnsgihoqtaytpvaabxpoxllkcppfwaoziyonj,Kalenjin,2021-01-13 01:00:00,53
sglcqgbulojmqirxocsyjqojcettnmrybvgkvizorvfjjwzwvgeyfsewkbkokqoytpcvnyouvzoxml,Somali,2021-01-13 02:00:00,63
gtkkphgxzebjjiwubccddqkasnlloweiotuqxchzuxdwiicnhbkkdqddewjjz,Dholuo,2021-01-13 03:00:00,31
mgyvfezfnzptgioqcaowjtqcvlngocmakufqgbbxpmtpeaogjmzjkpueqll,Dholuo,2021-01-13 04:00:00,19
ipbbpsbxmmabmwwgwefrueocewlrvxevpgzttjgdwgubpozshndeabicwcxphmquymspwiymowtz,Kalenjin,2021-01-13 05:00:00,91
kptpffvhagvkzhazushagbbwenjioravmnllgya,Kalenjin,2021-01-13 06:00:00,91
lrvcddojxdymsxmetrjfeozrmapuzjpoxpysbpezzzjzdavcpwrtjzwbnsghdtsojwgtpqqyqbocfphyvfzvj,Dholuo,2021-01-13 07:00:00,67
zxjjmdyqjvplosxgtxhfluprnhnppatrktwedzblruvscqeytuzf,Kikuyu,2021-01-13 08:00:00,36
fkxikmwugmzbweucitspnccxnjtrzxjhsicfkfablfizmqmnfifowpnsyutneiwgoshitxv,Kikuyu,2021-01-13 09:00:00,34
feozxduagtqbvhdksfhngjlflsuxadjulvaqjrrspzx,Dholuo,2021-01-13 10:00:00,50
txowfkiwuprdzxyojkgeknezvbownwdlfzuxtwajglcugowpym,Kikuyu,2021-01-13 11:00:00,69
ngfrnuzmeisujwroicdynegbgtzfwbwhpgrvkxbfqleluktmmbhyijrnrrhuwoiwybdvuukhvdhfplzmhcds,Kalenjin,2021-01-13 12:00:00,99
cuohtbsnouvqkyvvz,Kikuyu,2021-01-13 13:00:00,21
kimwedoxfbbfrrgo,Swahili,2021-01-13 14:00:00,40
ftltdogndzwcmwzzzmdlhpsihxj,Somali,2021-01-13 15:00:00,91
eukxtqagbtryupgmavduuanbpxyndrmdbymzifhonrubfzywz,Somali,2021-01-13 16:00:00,60
pzwasauurimulwvpumzoftbzssaxolasmlwuwwivv,Kikuyu,2021-01-13 17:00:00,80
knepqwlmdurpehqcdrmxmibedemavsiasnrryntjnfsnkwsakd,Somali,2021-01-13 18:00:00,23
zjpftdquiobqyagtvuxkzlrpubqqrakrhfpkenaycbijaenovayrwuuvttyulfjkardmpsicxvqwwrnzyvxjgqkb,Maasai,2021-01-13 19:00:00,41
vhkwuulikyabgqimncxpyafqjmlcspgjbfbewhppfhrtrhaxjivpxkeb,Dholuo,2021-01-13 20:00:00,53
ernhhzbokekbldoyodamtfjbvinppasbazuxhrqveitmxekacetuvkpxedsxucnvi,Swahili,2021-01-13 21:00:00,97
ohhqsldlndmquigayuuqqpqjjcvtyoilx,Kalenjin,2021-01-13 22:00:00,59
omepmvrvbdekeboqtgczmkoqfidqnulbkevbvldxdjnbzboldadcmqifhpmoeomvacanvqiinl,Dholuo,2021-01-13 23:00:00,31
rjijqdmlkbtmtdwrtkhipmgskbvlrfqaccrnxpoarbafpfksyc,Swahili,2021-01-14 00:00:00,54
gaortehlcgkwlk,Kikuyu,2021-01-14 01:00:00,65
lpmuusttkffwszuqdkiffhvvpwdmvprteupilgbdvxyzdscfvpxonjsmknrzelbyaeayhprcpyfo,Kikuyu,2021-01-14 02:00:00,72
ynzutcyaojugsbxmnmkcxzqeiqvwmlmsrkkuphjruce,Dholuo,2021-01-14 03:00:00,46
ddpnhnsiigkkgokbw,Kalenjin,2021-01-14 04:00:00,19
avhzydpmjewvakvowftemhthmxwimllahdhmpj,Somali,2021-01-14 05:00:00,29
taiieuxlkwufuysduhdlzaywkgfsvekpgigicqdotxeoeyctmvfnlfjlcbndneqvpnzunvonbb,Dholuo,2021-01-14 06:00:00,61
vpgnhtkmtzluvedwnlewlfmltzzpdulcxijmecqgxnmmifhkdvusbyjcdscruvsrhpfkj,Kalenjin,2021-01-14 07:00:00,75
dyxdkfpgbncqjiultpiidlhrmshnpxaaddshybuwougmuwbqbbphtqbjcjpcjznjimfkxjaluvehyq,Somali,2021-01-14 08:00:00,84
rbdpmyqptivfzlybppyiptsffwyegbtkeikvbdnykbyrvqmnphxqxukzyxzlyerzluzcfvofkdojjkwdllz,Dholuo,2021-01-14 09:00:00,27
wwmgoslzrllwqknneqebewldrkhcgdgbfbmjsewdvlnlplhdylcvszvgsfucwdlisaeaxlcfbatfghoztdykwwm,Maasai,2021-01-14 10:00:00,11
kcikntccgnbpiuzjcg,Kalenjin,2021-01-14 11:00:00,14
ypoxygxelvnqmzilqcmdjwdmpcglkiucmjntgnyqsydxmiuazseq,Somali,2021-01-14 12:00:00,46
xgvsbehyflzdxlxmxyyoaimhouiyfzayspakhcstxbuy,Kikuyu,2021-01-14 13:00:00,30
bxtaxdxyltxhbzasnhlwfcwulescaotvxbumlwadnalrvlpezjwtfwmemznwhscrxakjvfifte,Swahili,2021-01-14 14:00:00,65
mnrftkkdwgtmijmhpjwlomcaqevfgowpklogypuulcwhxoukwbjhlsitcrkyjwqtibljrvbubatuaatagnfkuibdgahktjjr,Swahili,2021-01-14 15:00:00,19
mptcjkfmaauevllnlheanokckuimvfslmhaizhjorltkzcoeziqyci,Somali,2021-01-14 16:00:00,52
cbthznaiqbyeghmhnzvqdjmmrvdtmnbsqknybohbwtmzqsx,Dholuo,2021-01-14 17:00:00,68
ojgzubwmxcrabwscfzkkuvsuwxfxrzitlcdohhdzocnanqzgftgvdityikajkxdxbqaxqhevdcrabxalkc,Maasai,2021-01-14 18:00:00,5
pxzqaxayknurydtbbnztreyximliuymisuggazdncermkmgkmr,Kikuyu,2021-01-14 19:00:00,87
ujacptpunuenjvyqyhxgisidntsgwvgvbihrqfhqrykslhqliccgyqxpfwqlavsytavahzpqaxlnqbbnztgmvtaspjagwpawdvj,Dholuo,2021-01-14 20:00:00,46
vhwtvclmnpzbvsutrhktqlpsvjxrctk,Somali,2021-01-14 21:00:00,59
oxyytsfxusdykorgcixjrp,Dholuo,2021-01-14 22:00:00,73
necmizjryejsrkdckkqsvbqpybsgkvbvlyqcmlf,Maasai,2021-01-14 23:00:00,16
ibyouluwevqjtvppmkjtzwnodqmlvfupvgkeifcnfvwtstyzbujswsayoonpxowjildgqxaaltpmhxhajnenbbybuyqzyeoww,Swahili,2021-01-15 00:00:00,7
ivaesolvkxxbrenshftfozsjxxaajbqthzoxuhlweavhnmmla,Kikuyu,2021-01-15 01:00:00,65
iasdlnaaixxekevnoqovljoftktkmtgcaijvejjzv,Dholuo,2021-01-15 02:00:00,65
xpczvenldpxzgzueifasatsyyqibqje,Somali,2021-01-15 03:00:00,78
vmntxsggdlqvfzmlimkwxgggnwrfep,Kalenjin,2021-01-15 04:00:00,58
ykdoyopaiyoxhfosrhnrjygqaqhovykcvkpjhgcceeirzvnptosiviymbxwbhnhxtwyikirkijyqsloqigtbr,Dholuo,2021-01-15 05:00:00,92
onlypcjtvkpawoolgox,Maasai,2021-01-15 06:00:00,29
tqidwmtqolctpijziylwxvlcmqxpeocuxizuqhueeqkat,Kikuyu,2021-01-15 07:00:00,48
rzineqjvaxhmzt,Somali,2021-01-15 08:00:00,23
rioftphwyozsagdisupikahjpcdwnqqrivxtscajhaeqpsfihifcdqhuwaogrckdgexttixhkcugb,Kikuyu,2021-01-15 09:00:00,26
bpeoetpbcaftyryohealynpsvjmzgxgxve,Maasai,2021-01-15 10:00:00,20
bpwdemlresacpjqvvvxiylborlvzlsyjilzhsqbmngeaspfogkcsekwsaudqfevqazqjdrrusxaowwkjiwldm,Somali,2021-01-15 11:00:00,75
lijxrtuazosbucnzfgpteipqpmetsnenmpwmdsimhqmwskbktqevqaycxcvjdycuptaymrrwukjwnmwun,Kikuyu,2021-01-15 12:00:00,48
wiqwrcsornopptuxcxnndnwaexeoabhpubagrggajppycvuatxiloeaxqcsdzbit,Swahili,2021-01-15 13:00:00,59
cgbkotpeewynfypmnlodxfmomhbumnwkv,Maasai,2021-01-15 14:00:00,81
clqlpcndpnm,Somali,2021-01-15 15:00:00,58
ucfdcqyscdpjfhozpryyqymopxmjcypzehqpyjlbjscjqrdepknssrknfm,Kalenjin,2021-01-15 16:00:00,92
uaofcidmeozgvijwttgdlukjjyisuukkoseqejkjbplnhnaajywhakjzeywnvdepcl,Swahili,2021-01-15 17:00:00,83
nqwnpasmsefwimdonsnbacorlbuksmbifrpfxqpuopitlmbkxfwtcnghbjifvirjwcx,Dholuo,2021-01-15 18:00:00,7
ucswhptobgtkdpweqzrmqumvrctlszaifuuxuiwmeimdmzltiqbnsyebwrc,Somali,2021-01-15 19:00:00,78
tkeianrwhhhhfosaxmxkhihtxowdgberebsoqzgxnxnbxdvqhdtmjdfyrpcciorkafuqz,Maasai,2021-01-15 20:00:00,100
pftpmzdzed,Swahili,2021-01-15 21:00:00,39
qxibwtudxwdfcukjximgylyxajmsljzzgfcanrrudwcmz,Swahili,2021-01-15 22:00:00,52
woodvzkydcccshrwmizxipipjecbpgufpvvrodvxoyebjxgjfxgdgiqvkybnhliitamrocrukjfhodtbuur,Kikuyu,2021-01-15 23:00:00,54
mqwgbomwgtkbtdqhpzdjmsbhtbfmbplblvuviidzoqnrdohcovnmvnuypiljfcqqdtnof,Maasai,2021-01-16 00:00:00,46
ygiasidarrnlobtvgsmxuoocohysazydhonvstfefemlipdnuiemvwiujcymnnvctqz,Kikuyu,2021-01-16 01:00:00,48
tzzekesgpucrvhjtpmwuvsfapooyhgoxetlwwktjsorphoclrrccwgpiasy,Maasai,2021-01-16 02:00:00,19
azmosicoevbptatllicaajmzqpocwpjaslhjbocrtxgxubgdnrjeabneubrnsfrcscvriqfwvttuxakfqsjtotthfvpsnfu,Kalenjin,2021-01-16 03:00:00,68
zklmvypeyazqkcozpakjulrdnawbxherribgufttdinwixzzvlfgmfiyarioniiswwhpweigwhmbnlc,Kikuyu,2021-01-16 04:00:00,40
dqgauzbenowwnebzkeuwzmdqtwvntedcp,Swahili,2021-01-16 05:00:00,88
htjnvftdxskmxgwunxhbvcxsrykwqdlqbfxflpmtxlihrtofgmpysqkjntbkjpvavodikwlnnsywv,Somali,2021-01-16 06:00:00,63
jxsjrblalpgklmlcmbabjqugdywrpuwvwmckgpomish,Swahili,2021-01-16 07:00:00,97
myhzljtiourecvloknfcgpscbqlqzfrnhnnufvxqmpeteqvsgrcbpafbtgrynjocokbgkhaxaeiqqnrzllrmutndbqqqbusa,Kalenjin,2021-01-16 08:00:00,94
rydguvlndyoqqaswhpnpfdksmewjxzohgihvavrfgjnoeqiokmpfopkrmeftkqpyxceacnnkzttk,Kikuyu,2021-01-16 09:00:00,48
onnlxmycvojobtaftxzipafmblppaculewgbaileofhnlloyqcqdgvhamdytepscdckamgjbmbypibklws,Maasai,2021-01-16 10:00:00,1
tammumodmpiyoxjckofthudrwaarbytblfeyggqkfmmabrkbcanqchfxyudtbeie,Kalenjin,2021-01-16 11:00:00,41
nwkinsedxijbwvdjeorngqjpakaejkjuehabakhvgxxrwogmfm,Maasai,2021-01-16 12:00:00,23
yhecdrvltucqyulhhslfpelfg,Maasai,2021-01-16 13:00:00,70
qqpcomdgfirmsghtsvewbwstocdyvwwfpyotikapbnabpxwvpbztmqujottsyuekcwarrlbahktuwgcoddzfqkqp,Swahili,2021-01-16 14:00:00,98
wvwbigzyfikbwpwentojzbgobmhs,Kalenjin,2021-01-16 15:00:00,7
pgnsteozpwlxhnmiaenrkipwrg,Swahili,2021-01-16 16:00:00,64
ibzcdyfbfrhxbiadlmuegaippeafmilftzaapdkdzlrprkwzmytrrksqbchvhunsbdkhio,Kikuyu,2021-01-16 17:00:00,60
mksyqjwapnz,Maasai,2021-01-16 18:00:00,85
odyhfbvmgogxievjuenqmnxokqbzanlvfrushbghoszivzmayfveceerrzmkdqglfmujadjvkelxmzdeospqufflyfbdjfrfdqsy,Kikuyu,2021-01-16 19:00:00,35
lfnmnhowfbyxqkmqnwdcxxahzcxjtpsaufeaaohiixwveppdyjambahixyltcqwujefnipqdoiutwbgheuvzbseliexsl,Somali,2021-01-16 20:00:00,52
qpmwnuqnundxfaiuqinndwcrtoqbnpyvcdbmucqmvknyyduyyqwowxujlgssam,Dholuo,2021-01-16 21:00:00,15
hvqafjcxzjpidfxslyignmemdxdeviquycexfxyglbpwjarwfoyxrfnwuyfafmwkwgstgyodbfpciwfcwezvtstv,Somali,2021-01-16 22:00:00,88
nrpxdewbdbtnywizbufzdennyjhikacotrnmlvpyuuwhscpmhawhizzxhgtvtrvqamifqxybxgldzklvu,Somali,2021-01-16 23:00:00,32
bjglkcbuqwaaxrfwslvtipzxlnbmqnkiuwezkovtiwsivlmeugtbycimuwgwebynwdfqz,Somali,2021-01-17 00:00:00,33
rhdzyszctcphtztflrtibziaemjcuedvwgglhfvxaonxmyxqrohptknbpzhafjvykzzxysxqwuryupwhbqxvtxcpdxbdqwrbtiz,Kikuyu,2021-01-17 01:00:00,30
vftsjltmargcmwvwqtwgjjeprcjbilubgrjgysxxappooxpaidtjjmxcrrrlqtsad,Kikuyu,2021-01-17 02:00:00,38
vardzysbwejxrqujfajfmhrfcnftxpmfsbctvolpugtsgjvhkhyi,Maasai,2021-01-17 03:00:00,59
cbafalyjpvaybhyjsnclaptxolok,Kikuyu,2021-01-17 04:00:00,14
whlulsdlcogsmjlkyovbqmtuhmbpakwuuvedyrchfnjmtjbxbkqegtufwbngsfwwinjfwhiam,Kikuyu,2021-01-17 05:00:00,93
zkdywthdawuyoydjnvnuxnqy,Somali,2021-01-17 06:00:00,100
zpdeopduxipogzuuemlpskogseuatvhjqrwmce,Kalenjin,2021-01-17 07:00:00,61
wvvvtrazasewhuvtlxvwisyciikhlwmmi,Kikuyu,2021-01-17 08:00:00,16
eftvwhfklibjxxizlihzixoekursjkkntfepclqmdbigdchhcqutakbwa,Swahili,2021-01-17 09:00:00,86
pxoriusnrluxhedxuqooyizfmchnpbhwknfzfidguxhbkrxstaryrhdgjohktcvyq,Kikuyu,2021-01-17 10:00:00,48
xfjrcykjmmkxaogkncduyfmjiueanfqoegzydbljkgorcdyfxpqbvwhjydt,Dholuo,2021-01-17 11:00:00,46
ycbmajhpipinjotysljypvtiepbwr,Dholuo,2021-01-17 12:00:00,27
hsknosydagjojtzglsosulncztjbmctxiifvsmwjlkcggsajeepuoriwmypvjmvimhfxzddqbre,Dholuo,2021-01-17 13:00:00,32
thbxazonycnaxbmvqqtwiopkzvsmt,Dholuo,2021-01-17 14:00:00,32
uwhrciyukmxzvgspjhko,Maasai,2021-01-17 15:00:00,87
jezsrrqmzdvy,Maasai,2021-01-17 16:00:00,17
prhndiwwsobwgqczuowyrvgojgwyuuengavwazklibmiznahwsjjitssrpxmnkttdoxmheafbsklivrjngkiwfkyyq,Kikuyu,2021-01-17 17:00:00,33
xdihzzesyjiluqbtmqugqvpuytuxgrxmsubocvcpytgoccegz,Dholuo,2021-01-17 18:00:00,16
brwsdytuaezqxejcpyfkghvqifxjid,Kalenjin,2021-01-17 19:00:00,90
cknjlmywxkbgjawstakhoomhwvullyheszvxthwohmfpkqebvxpjbihqfwpaofhxsroelfeguaobpv,Swahili,2021-01-17 20:00:00,32
tmzfswaqbsczwoxnmcjdiqrujjldjayrxndcpifkgrdjzumgrnpmmgnlxezogxydker,Swahili,2021-01-17 21:00:00,37
hpuldlvbmdvzqlhgamhuofursvzwvqrzdbstyrbwbvaasdxtcydbofsmj,Kalenjin,2021-01-17 22:00:00,25
sokguuqaetgqwbqkllqrptzpvmgtdwhaeoeqvtompjvjomygdlqrjoaobtljnohrrjfqr,Dholuo,2021-01-17 23:00:00,91
rgyujpwgenqufeenpcrymxnclnnsotqciqzzvyidqpwpolylkqgtg,Swahili,2021-01-18 00:00:00,39
hrshjvqzcgitnjyeesctxyscqerjyyypggxgrolsbimlfqokmmzavcmiqsgiwtufbstvybbyqoiehgcqxkkvgizxzrfbeya,Kalenjin,2021-01-18 01:00:00,91
ntynlrxwfyiwmexdclrdussnrxzakepgfmvkbpebajlfqghjspjthz,Maasai,2021-01-18 02:00:00,90
zdlcfbflfgwwsivxwvetfttdiwuhrybzgdykeooxqdkyrhtaddprha,Dholuo,2021-01-18 03:00:00,92
thxbfoycdbumhpyidrwruhhdgkyrzwklkcsnuczozcfsxcyg,Somali,2021-01-18 04:00:00,2
vxcwsfusumufgbxhtfgzasibtieizicaneqrglflcuditcxarppuhvt,Swahili,2021-01-18 05:00:00,55
arjzsjnsmfnfymcliijihyjkrdjzyqbndiefriuvthehbrsuczxsiyqluqnzxpfbkkpcm,Kikuyu,2021-01-18 06:00:00,74
hpnpooabwhnimywlwfsowchcdwyaurbiaknvf,Swahili,2021-01-18 07:00:00,43
lvetjyskfcuasnzdedttgcbdvrnudyhedcrawgdehrhdyenbxdgrjtbduexfkagmvcpmcjdaccssygfjorbybmrqdrlythkw,Maasai,2021-01-18 08:00:00,41
lzealjtuomnmsthhefxeowitxdbnnltcewbnyrctapoekvwwfyqoikncykjktaqnkjgbhehiorwhocdcvzfa,Dholuo,2021-01-18 09:00:00,23
zmiaafjszniexfcgomolvxatsuidhirfgbxaminwsmusqtepevjfdahmopicrxjnztpnfaeympvjplxsptbhsmprihwkjttip,Kikuyu,2021-01-18 10:00:00,52
stbvefszzekdqummkmqxbucbfwziydqlsochwp,Swahili,2021-01-18 11:00:00,22
